optimizer_step,train_target_nll,train_target_nll_rolling32,learning_rate,optimizer_step_ms,finite_update
62,4.729346960783005,4.787231182888955,9.253731343283584e-05,116.17741733789444,True
63,4.632015946365538,4.780759739826356,9.402985074626866e-05,127.46570259332657,True
64,4.288011121749878,4.766865769070458,9.55223880597015e-05,147.06406742334366,True
65,3.9390097127031924,4.732207660194215,9.701492537313434e-05,119.60799619555473,True
66,4.781363577037663,4.733052501929319,9.850746268656716e-05,121.90745770931244,True
67,4.212333619261587,4.711248738350328,0.0001,118.43184754252434,True
68,4.723247923882179,4.715696203683587,0.0001,137.44450733065605,True
69,4.213710631264581,4.6865866367114535,9.999984869344595e-05,120.10491266846657,True
70,4.351602495715605,4.672344313191497,9.999939477469955e-05,122.74637445807457,True
71,4.3367487490177155,4.65373245491135,9.999863824650801e-05,119.88872662186623,True
72,4.689302998781204,4.646674569520334,9.999757911345006e-05,126.18653476238251,True
73,4.402593856699326,4.628697825967718,9.999621738193585e-05,116.05273932218552,True
74,4.136156886286989,4.607890172654866,9.999455306020694e-05,122.68988788127899,True
75,4.4384388495027345,4.59613799276267,9.999258615833624e-05,121.68165668845177,True
76,4.425277598420082,4.574418303061583,9.999031668822792e-05,117.40754917263985,True
77,4.281820433067553,4.54870034381231,9.998774466361746e-05,123.21238219738007,True
78,4.658280173158334,4.550209288118403,9.99848701000714e-05,123.93946573138237,True
79,4.231165271273928,4.537552157640961,9.998169301498736e-05,116.81090667843819,True
80,4.302186314081181,4.522675140417981,9.997821342759389e-05,121.16486951708794,True
81,4.79659769858843,4.52023457023753,9.997443135895035e-05,123.01768362522125,True
82,4.469390515169483,4.505420523435042,9.997034683194684e-05,117.77713522315025,True
83,4.2302507338439215,4.4976584089008504,9.996595987130396e-05,124.55606460571289,True
84,4.292514912989917,4.489316004843602,9.996127050357276e-05,118.63679066300392,True
85,4.456608092343366,4.492825871778164,9.995627875713454e-05,121.6917335987091,True
86,3.987529779352793,4.453921240816586,9.995098466220062e-05,127.96630337834358,True
87,4.202857760563949,4.438849444012577,9.994538825081228e-05,120.06330862641335,True
88,4.257491978985525,4.425065983698907,9.993948955684047e-05,122.33147025108337,True
89,4.091743349347796,4.4032351953655695,9.99332886159856e-05,117.85123124718666,True
90,3.766298555480647,4.3873070797788465,9.992678546577741e-05,124.13322925567627,True
91,4.095629395440567,4.371325417724316,9.991998014557469e-05,131.98170810937881,True
92,4.440456769968334,4.3596778045157265,9.9912872696565e-05,118.68026480078697,True
93,3.9105929856771953,4.336580488962628,9.990546316176447e-05,118.69964376091957,True
94,3.879889308081733,4.310034937315713,9.989775158601758e-05,121.0612989962101,True
95,4.174236125494602,4.295729317913496,9.988973801599679e-05,120.64909934997559,True
96,3.898103654384613,4.283544709558331,9.988142250020233e-05,123.11167642474174,True
97,4.249213804278457,4.293238587420058,9.98728050889619e-05,122.00414389371872,True
98,4.1316690146923065,4.2729356323467655,9.986388583443029e-05,122.23440781235695,True
99,3.8839970231056213,4.262675113716892,9.98546647905892e-05,120.69491669535637,True
100,4.17873511074474,4.245659088306347,9.98451420132468e-05,126.18827819824219,True
101,3.7619060380959217,4.231540194769826,9.983531756003741e-05,119.38223987817764,True
102,4.392849229823398,4.232829155210695,9.982519149042122e-05,116.12183973193169,True
103,4.2384164830658335,4.229756271899699,9.981476386568387e-05,122.59156256914139,True
104,3.9411508944127465,4.206376518638185,9.980403474893605e-05,120.05846574902534,True
105,3.9340859528245598,4.191735646642099,9.979300420511321e-05,115.56386202573776,True
106,4.355229051355372,4.198581651800486,9.978167230097508e-05,118.00003051757812,True
107,3.686982615240689,4.175098644479798,9.977003910510532e-05,115.49536138772964,True
108,4.161049670186536,4.1668415217225,9.975810468791107e-05,118.3108352124691,True
109,3.894723970314552,4.154744757261469,9.974586912162256e-05,115.31888321042061,True
110,4.038660766175075,4.135381650793242,9.973333248029266e-05,114.23362046480179,True
111,3.8875612616539,4.124644025492616,9.972049483979639e-05,116.67713150382042,True
112,4.07990125330483,4.117697617343355,9.97073562778305e-05,128.85766476392746,True
113,3.834823559858128,4.087642175508034,9.969391687391307e-05,116.37432873249054,True
114,4.227581317608173,4.080085638084242,9.968017670938284e-05,121.25810235738754,True
115,3.874046856448764,4.068954266915643,9.96661358673989e-05,116.63780361413956,True
116,4.162509320694723,4.064891592156419,9.965179443294013e-05,118.08595061302185,True
117,3.22643977921942,4.026448832371296,9.96371524928046e-05,113.38399723172188,True
118,4.299396861446359,4.036194678686719,9.962221013560923e-05,118.434838950634,True
119,4.318976796757092,4.039823398567753,9.960696745178907e-05,117.46453493833542,True
120,4.020769610124476,4.032425824540846,9.959142453359681e-05,116.1513514816761,True
121,3.4935198978679938,4.013731341682101,9.957558147510229e-05,119.65586617588997,True
122,4.16201776197587,4.026097566885078,9.955943837219183e-05,121.29435688257217,True
123,3.7165807582611263,4.01425229697322,9.954299532256775e-05,114.88767340779305,True
124,3.558849925883332,3.9867020830955653,9.952625242574769e-05,118.48025023937225,True
125,3.6076415911316873,3.9772348520160197,9.950920978306402e-05,119.14339289069176,True
126,4.037221830515635,3.9821514933420783,9.949186749766333e-05,116.2501573562622,True
127,3.5727127930697273,3.963353889203802,9.947422567450563e-05,116.03780090808868,True
128,3.827805335593946,3.961157066741592,9.945628442036389e-05,115.38727208971977,True
129,3.7896664559123026,3.9467962121051503,9.943804384382329e-05,119.09153312444687,True
130,3.914406575939872,3.9400067608941374,9.941950405528055e-05,115.60668796300888,True
131,3.513494296507402,3.9284285506879417,9.940066516694335e-05,118.30934882164001,True
132,3.4532272335959644,3.9057564295270417,9.938152729282959e-05,114.81444537639618,True
133,3.949560366025785,3.9116206272748517,9.936209054876669e-05,116.79089814424515,True
134,3.7138799240714624,3.890402836470102,9.934235505239092e-05,115.91580882668495,True
135,3.5683912688386656,3.869464548525503,9.932232092314665e-05,117.68251284956932,True
136,3.8518686694483604,3.866674478995364,9.930198828228574e-05,118.491992354393,True
137,3.0558649853962225,3.8392300737632272,9.928135725286663e-05,117.55501478910446,True
138,3.5921385199935347,3.815383494658171,9.926042795975372e-05,118.4014193713665,True
139,3.2585320622580394,3.8019944148774627,9.923920052961657e-05,119.14363875985146,True
140,3.8496658574329334,3.792263670728911,9.921767509092919e-05,128.29182669520378,True
141,3.359190141298494,3.7755282385721607,9.919585177396913e-05,114.80038985610008,True
142,3.7228522398318464,3.765659222123933,9.917373071081685e-05,118.44097822904587,True
143,3.4023471392557294,3.7504962807989912,9.915131203535484e-05,117.85368248820305,True
144,3.1966195656703067,3.722893728060413,9.912859588326675e-05,115.08040130138397,True
145,3.47492166425361,3.711646793822773,9.910558239203674e-05,115.69378152489662,True
146,3.500510402406965,3.688925827722734,9.908227170094847e-05,121.34471163153648,True
147,3.9559813934036447,3.691486282002572,9.905866395108436e-05,119.0127246081829,True
148,3.396473932266235,3.6675476761141788,9.903475928532469e-05,117.65311285853386,True
149,3.234898426953484,3.6678120088558686,9.901055784834677e-05,116.374671459198,True
150,3.538070938673364,3.6440205737692146,9.898605978662405e-05,115.42920768260956,True
151,3.352150403536283,3.6138072489810646,9.89612652484252e-05,117.6355704665184,True
152,3.563907241553403,3.5995302999632166,9.893617438381329e-05,115.87845534086227,True
153,3.908875415834148,3.61251015989966,9.891078734464479e-05,119.0219484269619,True
154,2.948179386910938,3.5745777106788807,9.888510428456875e-05,119.46577578783035,True
155,3.126434232367844,3.5561356317447164,9.885912535902573e-05,116.49750545620918,True
156,3.251495722752468,3.5465308128968758,9.883285072524703e-05,117.53512173891068,True
157,3.71662597629157,3.5499365749331204,9.880628054225364e-05,114.82619121670723,True
158,3.5152931571006776,3.533626303888905,9.877941497085524e-05,119.44516003131866,True
159,3.651040381300235,3.5360740410211093,9.875225417364932e-05,117.42846295237541,True
160,3.30595639679167,3.5197662616835395,9.872479831502017e-05,118.14704164862633,True
161,3.5605969429016113,3.512607839401955,9.86970475611378e-05,114.65229466557503,True
162,3.144720521840182,3.48855515021134,9.866900207995708e-05,115.46420678496361,True
163,3.347077929900468,3.483354638754875,9.86406620412166e-05,118.6339519917965,True
164,3.318077601395644,3.479131212748616,9.861202761643773e-05,121.76904827356339,True
165,3.2794676139241172,3.4581908142454374,9.858309897892347e-05,139.76890966296196,True
166,3.0357504092067122,3.4369992669059144,9.855387630375755e-05,116.41968414187431,True
167,3.724623738333236,3.441881531577618,9.852435976780327e-05,120.63667550683022,True
168,3.1666575437638818,3.42046868389998,9.849454954970241e-05,117.78166145086288,True
169,3.2749031985059696,3.427313628059661,9.846444582987424e-05,114.54454809427261,True
170,2.8402883762663063,3.4038183110681857,9.84340487905144e-05,117.20162257552147,True
171,3.0800253239230835,3.398239975495219,9.840335861559367e-05,112.50274628400803,True
172,2.904588747856229,3.3687063158209476,9.837237549085709e-05,116.52461066842079,True
173,3.004178495730384,3.3576122018969414,9.834109960382263e-05,115.80836027860641,True
174,3.3913645218994657,3.347253210711557,9.830953114378017e-05,115.71477353572845,True
175,3.146478715770973,3.339257322477657,9.827767030179032e-05,117.75640025734901,True
176,4.220969700090813,3.3712682641782976,9.82455172706832e-05,118.00462752580643,True
177,3.3074286043273737,3.3660341060556007,9.821307224505742e-05,123.54252114892006,True
178,3.4284652709960937,3.363782695699012,9.818033542127878e-05,124.48672950267792,True
179,3.281663811849263,3.3427102712754397,9.814730699747912e-05,116.37382954359055,True
180,2.952428696423593,3.3288338576553578,9.811398717355509e-05,125.56556612253189,True
181,3.2289587018195163,3.3286482412449203,9.808037615116704e-05,117.89928004145622,True
182,2.8878523710682904,3.308328911007262,9.804647413373766e-05,140.91231301426888,True
183,3.4042132173676087,3.30995587393949,9.801228132645089e-05,140.74306562542915,True
184,3.482166536106086,3.3074014768942632,9.797779793625051e-05,140.34048095345497,True
185,2.841115560060666,3.2740339814013417,9.794302417183904e-05,116.45141243934631,True
186,3.0623488388760554,3.277601776775249,9.790796024367648e-05,118.12438815832138,True
187,2.7398272060059212,3.265520307201438,9.787260636397884e-05,120.44946476817131,True
188,2.9209250577471475,3.2551899739200216,9.783696274671712e-05,116.4453960955143,True
189,2.8684243900435313,3.228683674349771,9.780102960761582e-05,116.44189804792404,True
190,2.992077175308676,3.2123331749187685,9.776480716415171e-05,115.62525480985641,True
191,2.933346075481839,3.189905227861942,9.772829563555253e-05,118.14107373356819,True
192,2.672556963026153,3.170111495556771,9.769149524279562e-05,119.85576525330544,True
193,3.25555733887546,3.160579007930952,9.76544062086066e-05,116.41336232423782,True
194,3.1317684907804835,3.1601742569603353,9.7617028757458e-05,120.48898637294769,True
195,3.4830710438319614,3.164424041770694,9.757936311556802e-05,113.1858117878437,True
196,3.0018059957174605,3.1545405540932485,9.754140951089891e-05,112.97396570444107,True
197,2.7916342740835147,3.139295762223231,9.750316817315592e-05,119.71542239189148,True
198,2.966218932175342,3.137122903566002,9.746463933378562e-05,123.97430837154388,True
199,3.2617366616897163,3.1226576824208934,9.742582322597465e-05,122.12206050753593,True
200,2.9895578568009125,3.1171233172033013,9.738672008464825e-05,120.47981098294258,True
201,3.8011408504827062,3.1335682438275754,9.734733014646888e-05,129.25338372588158,True
202,3.2757726307572987,3.1471771267804165,9.73076536498348e-05,123.81263077259064,True
203,3.0372861317225865,3.1458415270241495,9.726769083487856e-05,124.83978644013405,True
204,2.7937028826328745,3.1423763437359185,9.72274419434656e-05,126.87570601701736,True
205,2.9239512803311833,3.1398692432546937,9.718690721919274e-05,137.46042549610138,True
206,3.120307805745498,3.1313987208748806,9.714608690738679e-05,117.09169670939445,True
207,3.1269127066263898,3.130787283089113,9.710498125510294e-05,117.09453910589218,True
208,3.489332232582435,3.1079236122294773,9.706359051112341e-05,123.77651780843735,True
209,2.9525051449353876,3.096832254123477,9.702191492595583e-05,124.01146441698074,True
210,3.185870754307714,3.089251175476967,9.697995475183172e-05,121.4466392993927,True
211,2.962465669568731,3.079276233530699,9.693771024270511e-05,125.06457418203354,True
212,3.0661802185314326,3.0828309685965714,9.689518165425082e-05,124.68920275568962,True
213,3.1214674704336707,3.0794718676157657,9.685236924386302e-05,120.82775682210922,True
214,2.8264447889108766,3.0775528806733448,9.680927327065365e-05,123.74420836567879,True
215,2.8538535295463188,3.060354140428931,9.676589399545081e-05,115.25781452655792,True
216,2.9765741850200453,3.044554379457491,9.67222316807973e-05,123.6940436065197,True
217,2.671724129531343,3.039260897253449,9.667828659094883e-05,123.39937686920166,True
218,2.8365272439044453,3.0322039724105885,9.663405899187265e-05,136.54959201812744,True
219,3.102047575844659,3.0435233589680486,9.658954915124576e-05,122.70016968250275,True
220,3.0251150371143654,3.0467792958232742,9.65447573384534e-05,121.45185470581055,True
221,3.203742469631651,3.057257985810402,9.649968382458735e-05,119.30470541119576,True
222,2.571723332565822,3.0441219282246905,9.645432888244434e-05,119.04317885637283,True
223,3.3597298961087882,3.0574464226192823,9.640869278652439e-05,117.98816919326782,True
224,2.901769543566355,3.064609315761164,9.636277581302908e-05,127.18763202428818,True
225,2.625280363219125,3.0449131602719035,9.631657823985998e-05,122.56879732012749,True
226,2.829348795675818,3.035462544799884,9.627010034661693e-05,122.20769003033638,True
227,3.2363418319521573,3.0277522569286397,9.622334241459631e-05,129.59833815693855,True
228,3.122211862833072,3.031514940276004,9.61763047267894e-05,120.01519277691841,True
229,2.980279144487883,3.03741009247614,9.612898756788061e-05,126.20722874999046,True
230,3.1722744365648037,3.0438493269883082,9.608139122424578e-05,121.8317337334156,True
231,2.693259430218892,3.0260844135048437,9.603351598395048e-05,134.47173312306404,True
232,3.075192144042567,3.028760484981145,9.598536213674818e-05,121.50847911834717,True
233,3.0129802199297173,3.004130465276365,9.593692997407863e-05,121.72957137227058,True
234,3.1082677329327426,2.9988959372193484,9.588821978906595e-05,124.68041479587555,True
235,3.204310697845266,3.004115454910682,9.583923187651696e-05,137.39729300141335,True
236,2.6592344341764025,2.9999133158964177,9.578996653291933e-05,121.56800553202629,True
237,2.8442917820773546,2.997423956575986,9.574042405643985e-05,126.08466297388077,True
238,2.512956421027023,2.9784442258035355,9.56906047469226e-05,123.54787811636925,True
239,2.653500244289101,2.9636500863554964,9.564050890588708e-05,127.63212248682976,True
240,3.0500106042431248,2.949921285469891,9.559013683652643e-05,124.31390210986137,True
241,2.966127567076951,2.950346986161815,9.553948884370564e-05,124.46566298604012,True
242,2.708375456874356,2.9354252581170215,9.548856523395963e-05,134.0637318789959,True
243,2.7688990601322105,2.9293763015721304,9.543736631549148e-05,121.00295722484589,True
244,2.767003186176278,2.9200270193110285,9.538589239817041e-05,131.8765990436077,True
245,2.875680211131558,2.9123461674578373,9.53341437935301e-05,117.03744903206825,True
246,2.697796434826321,2.908325906392694,9.528212081476665e-05,120.00544741749763,True
247,2.9068938982969073,2.9099834179161483,9.522982377673677e-05,123.46576899290085,True
248,2.519776481616346,2.8957084896847824,9.517725299595585e-05,126.02129206061363,True
249,3.086858334412446,2.9086814335873186,9.512440879059605e-05,125.0283271074295,True
250,2.751403564598128,2.906021318608996,9.507129148048433e-05,136.32680848240852,True
251,2.8171311240447197,2.8971176794902505,9.50179013871006e-05,123.96274134516716,True
252,2.8003562592911995,2.8900939676832778,9.496423883357567e-05,120.79916894435883,True
253,2.83232534988017,2.878487182691046,9.491030414468941e-05,123.54744598269463,True
254,2.400701296811848,2.873142744073732,9.485609764686869e-05,137.77920603752136,True
255,3.0930058758639727,2.8648076184410805,9.480161966818543e-05,117.29030311107635,True
256,2.643383225953648,2.856733046015684,9.474687053835468e-05,121.86349555850029,True
257,2.553085928191682,2.854476969921077,9.469185058873247e-05,126.06566026806831,True
258,2.541861956895784,2.8454930062091996,9.4636560152314e-05,116.5606714785099,True
259,2.4676052283125314,2.8214699873454627,9.458099956373147e-05,115.13081938028336,True
260,2.733557240072503,2.8093245303841954,9.452516915925214e-05,123.45406413078308,True
261,3.198762444967634,2.816152133524188,9.446906927677624e-05,119.62626874446869,True
262,2.922341422776918,2.8083417268433166,9.441270025583498e-05,115.31799286603928,True
263,2.8063019074891744,2.8118743042580157,9.435606243758845e-05,127.63214483857155,True
264,3.135023714583597,2.8137440408374204,9.429915616482357e-05,116.75472185015678,True
265,2.4330957410085268,2.7956226508711346,9.424198178195201e-05,122.61401489377022,True
266,2.649531126022339,2.7812871319051844,9.418453963500814e-05,116.62833020091057,True
267,2.6101498241665997,2.7627196046027294,9.412683007164689e-05,126.05689465999603,True
268,2.499568226725556,2.7577300356198933,9.406885344114167e-05,121.38845399022102,True
269,2.97691034419196,2.7618743656859763,9.401061009438223e-05,118.92155557870865,True
270,2.9454513624602674,2.7753898326057644,9.39521003838726e-05,126.35327130556107,True
271,2.8292146689139757,2.7808809083752877,9.389332466372886e-05,123.6988753080368,True
272,2.5820856555815666,2.766258253729614,9.38342832896771e-05,121.66350334882736,True
273,2.3957983403592498,2.7484354653946887,9.377497661905117e-05,118.709247559309,True
274,2.357181685709814,2.7374606600457945,9.371540501079062e-05,121.49050459265709,True
275,2.4911485049459667,2.7287809551962283,9.365556882543842e-05,116.88299849629402,True
276,3.201317929673469,2.7423532909305166,9.359546842513885e-05,121.08351290225983,True
277,2.8840430484098545,2.742614629595465,9.353510417363529e-05,116.98842793703079,True
278,3.1610685087913692,2.7570918819068773,9.347447643626802e-05,124.56721439957619,True
279,2.442686343061331,2.742585395805765,9.3413585579972e-05,115.44669046998024,True
280,2.6592989898309476,2.74694547418747,9.335243197327465e-05,120.2922947704792,True
281,2.4494281106216964,2.72702577969401,9.329101598629364e-05,123.03710356354713,True
282,2.6194071699176313,2.7229008923602436,9.322933799073461e-05,121.55245617032051,True
283,3.2848639797281334,2.7375175441003528,9.316739835988898e-05,120.2857680618763,True
284,2.780469097242765,2.7368960702863383,9.310519746863163e-05,117.81453341245651,True
285,2.7877674043178557,2.735503634487518,9.304273569341861e-05,123.0066828429699,True
286,2.4863978316706996,2.7381816512018595,9.298001341228504e-05,117.61489883065224,True
287,3.090111157908943,2.7380911912657666,9.291703100484255e-05,117.78144165873528,True
288,2.549826387631691,2.7351675400682005,9.28537888522772e-05,118.38013306260109,True
289,3.1601862892414787,2.7541394263510064,9.27902873373471e-05,118.22829023003578,True
290,2.32549565900927,2.747377979542051,9.272652684438002e-05,115.43876305222511,True
291,2.6405182428527296,2.7527815112464324,9.266250775927121e-05,117.3524297773838,True
292,3.0547567195579655,2.76281899498035,9.259823046948095e-05,119.14077773690224,True
293,3.75032176805097,2.780055223826704,9.253369536403224e-05,116.03483185172081,True
294,2.9402079404085533,2.780613552502693,9.246890283350847e-05,120.49657478928566,True
295,2.495769471280715,2.770909413871177,9.240385327005103e-05,123.38564917445183,True
296,2.643368055080545,2.7555451745117097,9.233854706735689e-05,116.58815294504166,True
297,2.9048445210980542,2.770287323889505,9.227298462067637e-05,116.23367294669151,True
298,2.4754908766065324,2.76484856609526,9.220716632681053e-05,120.60386687517166,True
299,2.7369740780662086,2.768811824029619,9.214109258410897e-05,116.22433736920357,True
300,2.6394277460434856,2.773182434008305,9.207476379246729e-05,114.26345258951187,True
301,2.5188056685707787,2.7588666628951444,9.200818035332473e-05,115.39928242564201,True
302,3.1320856430951287,2.76469898416498,9.194134266966172e-05,119.91536617279053,True
303,2.4208629852117496,2.7519379940492854,9.187425114599745e-05,115.5070960521698,True
304,3.149191090779275,2.769660038899218,9.180690618838738e-05,115.80900475382805,True
305,2.68663668358463,2.7787487371250066,9.173930820442091e-05,114.86813053488731,True
306,2.4653656930592707,2.7821294873546805,9.16714576032187e-05,118.63861605525017,True
307,2.8646745757211614,2.7938021770664037,9.16033547954304e-05,118.3803342282772,True
308,2.6495945938340912,2.7765608228214234,9.153500019323206e-05,117.63088777661324,True
309,3.154728163778782,2.7850197326767017,9.146639421032365e-05,118.98927390575409,True
310,3.396514510550694,2.7923774202316807,9.139753726192656e-05,116.75402522087097,True
311,2.950938630522343,2.8082603042148406,9.132842976478111e-05,117.4713484942913,True
312,2.818232306870081,2.8132269703723196,9.125907213714396e-05,118.27462166547775,True
313,3.1385606034787115,2.8347623607741,9.118946479878568e-05,118.4832751750946,True
314,2.520934328038425,2.831685084465377,9.111960817098812e-05,117.6241971552372,True
315,2.9533388997827257,2.8213249257170787,9.104950267654191e-05,119.94682624936104,True
316,2.8900397992903186,2.8247490101560615,9.097914873974387e-05,121.94980680942535,True
317,2.6131858044897602,2.819293335161433,9.090854678639449e-05,120.41497603058815,True
318,2.719917950356842,2.8265908388703735,9.083769724379528e-05,131.5436251461506,True
319,3.4050384280158252,2.836432316061213,9.076660054074626e-05,120.0558990240097,True
320,2.828122386878187,2.8451290660376714,9.06952571075433e-05,116.85949936509132,True
321,2.618949895681337,2.8282154287389147,9.062366737597558e-05,120.91594189405441,True
322,2.6730237853142524,2.8390756826859445,9.055183177932292e-05,121.9322606921196,True
323,2.8253705903708215,2.8448523185458825,9.047975075235317e-05,121.17749452590942,True
324,2.940036072554412,2.8412672983270255,9.040742473131962e-05,124.11674484610558,True
325,2.714881335535357,2.808909784810915,9.03348541539583e-05,118.35242435336113,True
326,3.262846149407424,2.818992228842127,9.026203945948537e-05,124.8059831559658,True
327,2.715445644476197,2.8258571092544855,9.018898108859445e-05,116.9266439974308,True
328,2.71548011643546,2.828110611171823,9.011567948345395e-05,129.61194291710854,True
329,2.491682489713033,2.815199297691038,9.004213508770441e-05,120.59560045599937,True
330,2.995262635605676,2.831442165159764,8.99683483464558e-05,117.23631247878075,True
331,2.6436021444987667,2.828524292235784,8.98943197062848e-05,116.60080403089523,True
332,2.584521943299228,2.826808485900024,8.982004961523216e-05,114.88904431462288,True
333,2.655745312125383,2.8310878497611043,8.974553852279994e-05,120.73976546525955,True
334,2.832837702935202,2.8217363516311096,8.967078687994881e-05,116.23681709170341,True
335,2.7409430567811177,2.8317388538676553,8.959579513909533e-05,115.27751758694649,True
336,2.542623202006022,2.8127836073434906,8.952056375410912e-05,119.66986581683159,True
337,2.488919910556542,2.8066049581863624,8.944509318031029e-05,115.87538570165634,True
338,2.9387818972269693,2.821399214566604,8.936938387446652e-05,121.17234990000725,True
339,2.7639372906127533,2.818251174406967,8.929343629479039e-05,121.10432237386703,True
340,2.7000368741842418,2.8198274956679086,8.921725090093655e-05,117.6254078745842,True
341,2.8941060651180357,2.8116830550847567,8.914082815399898e-05,115.13222008943558,True
342,2.7868470181240124,2.7926309459464207,8.906416851650819e-05,117.59167164564133,True
343,2.5951316744940622,2.781511978570535,8.898727245242838e-05,116.7386993765831,True
344,2.6517002031293218,2.776307850328635,8.891014042715471e-05,116.73257872462273,True
345,2.581988989209836,2.758914987382731,8.883277290751042e-05,116.14499613642693,True
346,3.3482305183205554,2.784767993329048,8.8755170361744e-05,120.45451253652573,True
347,2.4833293166653863,2.7700801938566286,8.867733325952643e-05,117.64536798000336,True
348,2.375065725449233,2.7539872540491004,8.859926207194823e-05,121.16937339305878,True
349,2.776712640410378,2.759097467671616,8.85209572715167e-05,126.70601159334183,True
